,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
752,93.0,82.0,1.5,0.3,0.8,RG,P,D,RGlr,10.799999999999995,37.0,342.59259259259267,,154.0,AM_20250306,,,
753,82.0,52.0,1.5,0.5,1.0,FCxr,1F,D,Visible bonds and necks,30.6,95.5,312.09150326797385,,154.0,AM_20250306,,,
754,52.0,28.0,4.0,0.5,1.0,DHxr,F,D,,19.8,57.5,290.4040404040404,,154.0,AM_20250306,,,
755,28.0,0.0,4.0,1.0,2.0,DHxr,4F,D,,29.8,90.0,302.0134228187919,,154.0,AM_20250306,,,
760,71.0,70.0,2.5,1.0,2.0,DF,F,D,"DFbk, BKN PPsd, SHcp (1-0.5)",,,,20241218.0,71.0,AM_20241218,1.043176056338028,0.07102904225352111,
761,70.0,50.0,2.0,0.5,1.0,DF,F,D,"DFbk, more BKN, bottom 5 cm 4F",20.800000000000004,25.0,120.19230769230766,,71.0,AM_20241218,19.8759796875,0.48265783529411765,
762,50.0,27.0,1.5,0.5,1.0,FC,4F,D,FCso,22.4,49.5,220.9821428571429,,71.0,AM_20241218,,,
763,27.0,0.0,4.0,1.0,2.0,DHla,F,D,,30.0,59.5,198.33333333333331,,71.0,AM_20241218,,,
772,51.0,50.5,8.0,1.0,2.0,PPsd,F,D,Starting to DF,,,,20241129.0,51.0,SLMet_20241129,0.981,0.0922330857142857,
773,50.5,43.0,1.0,0.3,0.5,DF,F,D,DFbk,8.0,10.0,125.0,,51.0,SLMet_20241129,9.432583573487031,0.43618913000000004,
774,43.0,25.0,0.5,0.1,0.3,DF,4F,D,DFbk,18.0,25.0,138.88888888888889,,51.0,SLMet_20241129,,,
775,25.0,21.0,0.5,0.1,0.3,MFcl,1F,D,Starting to facet. Intermittent crust,4.0,14.0,350.0,,51.0,SLMet_20241129,,,
776,21.0,0.0,2.0,0.5,1.0,FC,F,D,Faint cups/striations,21.0,35.0,166.66666666666666,,51.0,SLMet_20241129,,,
784,71.0,70.5,0.8,0.1,0.5,PP,F,D,PPir PPgp,,,,20250114.0,71.0,FEFHQ_20250114,0.981,0.05329796571428571,
785,70.5,58.0,0.8,0.1,0.5,DF,F,D,DFdc,11.0,16.0,145.45454545454547,,71.0,FEFHQ_20250114,14.935835972850679,0.5602297483443708,
786,58.0,43.0,1.0,0.5,0.8,FC,4F,D,FCso,15.0,34.0,226.66666666666663,,71.0,FEFHQ_20250114,,,
787,43.0,21.0,2.0,0.5,1.0,FC,4F,D,"FCso Early DHcp								
								",24.6,55.5,225.60975609756096,,71.0,FEFHQ_20250114,,,
788,21.0,0.0,4.0,1.0,1.5,DHcp,F,D,DHch,18.2,42.0,230.7692307692308,,71.0,FEFHQ_20250114,,,
796,76.0,74.0,1.0,0.5,1,FCsf,F,N/O,,3.0,2.5,83.33333333,20250120.0,76.0,TPO_20250120,3.773255319148936,0.13977793262411348,
797,74.0,55.0,1.0,1.0,1,FC,F,N/O,,17.8,31.0,174.1573034,,76.0,TPO_20250120,43.65932459016393,1.547857802919708,
798,55.0,37.0,1.0,0.5,1,FC,4F,N/O,,18.0,49.0,272.2222222,,76.0,TPO_20250120,,,
799,37.0,22.0,1.0,1.0,1,FC,4F,N/O,slightly harder than layer above,14.6,41.0,280.8219178,,76.0,TPO_20250120,,,
800,22.0,9.0,4.0,2.0,2,FC,F,N/O,,13.8,27.0,195.6521739,,76.0,TPO_20250120,,,
801,9.0,0.0,6.0,3.0,4,FC,F,N/O,,,,,,76.0,TPO_20250120,,,
802,170.0,169.0,8.0,2.0,6.0,SH,F,D,some 1mm graupel,22.8,30.0,131.57894736842104,20241219.0,170.0,BDG_20241219,4.048352112676056,0.21154216901408446,0.17850573599003733
803,169.0,167.0,0.7,0.2,0.5,MFcr,F,D,,6.4,11.0,277.11997284,,170.0,BDG_20241219,19.903515957446814,0.38939520567375885,0.3229588061513746
804,167.0,147.0,1.5,0.8,1.0,DF,F,D,"some intact columns, remnants of plates, stellars",16.0,32.5,203.125,,170.0,BDG_20241219,204.10339570164348,5.054837777388256,1.427253328555493
805,147.0,139.0,1.5,0.5,1.0,DF,F,D,"very rounded, 4F @ bottom, 12/12 interface",16.4,34.0,207.31707317073173,,170.0,BDG_20241219,,,
806,139.0,120.0,1.0,0.3,0.5,DF,F,D,secondary rounds,19.0,47.5,249.9,,170.0,BDG_20241219,,,
807,120.0,103.0,1.0,0.4,0.7,DF,F,D,"rounding, some striations still present, largest 18mm",17.0,45.7,269.1,,170.0,BDG_20241219,,,
808,103.0,101.5,6.0,3.0,4.0,SH,F,D,,,,254.7,,170.0,BDG_20241219,,,
809,101.5,88.0,1.0,0.4,0.5,RG,4F,D,some faceted edges,,,267.5,,170.0,BDG_20241219,,,
810,88.0,75.0,1.0,0.5,0.7,RG,1F,D,faceting,,,299.8,,170.0,BDG_20241219,,,
811,75.0,72.0,1.0,0.5,0.8,MFcr,P,D,,,,321.06378883,,170.0,BDG_20241219,,,
812,72.0,56.0,0.8,0.4,0.5,RG,1F,D,evidence of previous faceting,,,331.9,,170.0,BDG_20241219,,,
813,56.0,33.0,1.0,0.3,0.5,RG,1F,D,,,,345.4,,170.0,BDG_20241219,,,
814,33.0,26.0,0.8,0.4,0.5,RG,P,D,,,,344.0,,170.0,BDG_20241219,,,
815,26.0,24.0,0.8,0.3,0.5,MF,P,D,Faceted,,,349.7,,170.0,BDG_20241219,,,
816,24.0,0.0,1.0,0.4,0.8,RG,P,D,,,,364.2,,170.0,BDG_20241219,,,
817,94.0,92.0,1.0,0.3,0.6,DF,F,D,,2.0,4.6,229.1,20241210.0,94.0,FRE_20241210,10.446606382978727,,0.26084793223033564
818,92.0,85.0,2.0,0.7,1.0,FCxr,F,D,,7.0,17.2,245.8,,94.0,FRE_20241210,131.0039587576375,,1.1306836280374593
819,85.0,68.0,2.5,1.0,2.0,FC,F,D,,17.0,44.4,261.2,,94.0,FRE_20241210,,,
820,68.0,67.0,2.0,0.7,1.0,FC,F,D,,1.0,2.6,261.3,,94.0,FRE_20241210,,,
821,67.0,65.5,1.0,0.4,0.6,MFcr,1F,D,Faceting above + below,1.5,3.9,294.6326166,,94.0,FRE_20241210,,,
822,65.5,42.0,1.0,0.4,0.5,RGxf,4F,D,"Max sized grains more faceted, HH closwer to 1F at the bottom",23.5,72.2,307.3,,94.0,FRE_20241210,,,
823,42.0,36.0,0.8,0.3,0.5,RG,1F,D,,6.0,19.8,329.3,,94.0,FRE_20241210,,,
824,36.0,15.0,1.0,0.5,0.6,RG,1F,D,,21.0,68.0,323.9,,94.0,FRE_20241210,,,
825,15.0,0.0,1.5,0.5,1.0,FC,4F,D,,,,359.5,,94.0,FRE_20241210,,,
826,123.0,118.0,2.0,0.5,1.0,MFcr,K,D,MFcr MFpc FCsf,3.799999999999997,11.0,289.4736842105265,20250312.0,123.0,DHMet_20250312,97.45228846153849,,
827,118.0,113.0,0.8,0.3,0.5,FC,F,D,Fcso,3.4000000000000057,8.0,235.29411764705844,,123.0,DHMet_20250312,69.09380262741374,,
828,113.0,109.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,5.399999999999992,19.5,361.11111111111165,,123.0,DHMet_20250312,63.485328947368416,,
829,109.0,97.0,0.8,0.3,0.5,RGxf,1F,D,,10.200000000000005,29.5,289.2156862745097,,123.0,DHMet_20250312,,,
830,97.0,80.0,1.0,0.3,0.5,RG,P,D,RGlr,16.799999999999997,48.5,288.69047619047626,,123.0,DHMet_20250312,,,
831,80.0,64.0,0.8,0.3,0.5,RG,4F,D,RGlr,16.200000000000003,47.5,293.2098765432098,,123.0,DHMet_20250312,,,
832,64.0,40.0,1.5,0.5,1.0,FCxr,1F,D,,25.0,74.0,296.0,,123.0,DHMet_20250312,,,
833,40.0,17.0,2.0,0.5,1.0,FCxr,F,D,,23.200000000000003,64.5,278.0172413793103,,123.0,DHMet_20250312,,,
834,17.0,0.0,4.0,0.5,2.0,DHxr,1F,D,,17.8,47.6,267.4157303370786,,123.0,DHMet_20250312,,,
838,70.0,66.0,0.5,0.1,0.3,PP,F,D,PPir PPnd PPsd PPgp,4.0,4.0,100.0,20250120.0,70.0,JPLMet_20250120,8.279151245551601,0.19514600711743768,
839,66.0,55.0,1.5,0.5,1.0,DF,F,D,"DFdc FCso Old FCsf?
Arms, plates",10.5,15.0,142.85714285714286,,70.0,JPLMet_20250120,20.875680000000006,0.7147591368421051,
840,55.0,36.0,1.0,0.3,0.5,RGxf,4F,D,Some FCso,19.0,42.5,223.68421052631575,,70.0,JPLMet_20250120,,,
841,36.0,18.0,1.5,0.5,1.0,FCxr,F,D,"Some DHxr, cups, striations",18.8,42.0,223.4042553191489,,70.0,JPLMet_20250120,,,
842,18.0,0.0,4.0,1.0,1.5,DHla,4F,D,,16.0,33.5,209.375,,70.0,JPLMet_20250120,,,
850,42.0,41.5,4.0,1.0,2.0,SHxr,F,D,,,,,20241204.0,42.0,FEFHQ_20241204,0.981,,
851,41.5,27.5,1.0,0.3,0.5,FCxr,4F,D,"Necks
Very DFbk remnants",14.5,23.5,162.0,,42.0,FEFHQ_20241204,9.0361,,
852,27.5,22.0,1.0,0.3,0.5,RGxf,1F,D,,5.5,13.5,245.0,,42.0,FEFHQ_20241204,,,
853,22.0,0.0,4.0,1.0,2.0,DHpr,F,D,Some cups and striations,22.0,44.5,202.0,,42.0,FEFHQ_20241204,,,
862,76.0,68.0,2.0,0.5,1.0,DF,F,D,DFbk PPsd,7.8,6.5,83.33333333333333,20250212.0,76.0,JPLMet_20250212,72.47944435160427,,
863,68.0,60.0,0.5,0.1,0.3,FCsf,F,D,Rounding,6.0,8.0,133.33333333333334,,76.0,JPLMet_20250212,,,
864,60.0,57.0,0.5,0.1,0.3,MFcr,K,D,MFcr MFpc Big clumps,3.4,13.0,382.3529411764706,,76.0,JPLMet_20250212,,,
865,57.0,33.0,1.0,0.3,0.5,FCxr,F,D,,23.2,53.0,228.44827586206895,,76.0,JPLMet_20250212,,,
866,33.0,15.0,3.0,0.5,1.0,DHxr,F,D,DHch,19.0,43.5,228.94736842105263,,76.0,JPLMet_20250212,,,
867,15.0,0.0,6.0,1.0,2.0,DHxr,F,D,,14.6,35.5,243.15068493150685,,76.0,JPLMet_20250212,,,
874,99.0,97.0,6.5,2.0,4.0,FC,F,D,Heavily striated,,,,20241206.0,99.0,PLT_20241206,,,
875,97.0,85.0,3.0,1.0,1.5,FCxr,F,D,,,,,,99.0,PLT_20241206,,,
876,85.0,54.0,1.5,0.4,1.0,RGxf,4F,D,,,,,,99.0,PLT_20241206,,,
877,54.0,43.0,0.6,0.3,0.5,RG,1F,D,some faceted edges,,,,,99.0,PLT_20241206,,,
878,43.0,16.0,0.6,0.2,0.4,RG,1F,D,,,,,,99.0,PLT_20241206,,,
879,13.0,0.0,2.5,1.0,1.5,FCxr,4F,D,,,,,,99.0,PLT_20241206,,,
880,46.0,30.0,4.0,1.0,2.0,MFpc,P,D,FCsf,16.8,55.0,330.0,20250430.0,46.0,LFMet_20250430,52.61139404296875,8.529831683236992,
881,30.0,0.0,2.0,1.0,0.5,MFcl,F,M,,30.2,76.0,250.0,,46.0,LFMet_20250430,,,
892,102.0,97.0,2.0,0.5,1.0,PPsd,F,D,,4.0,2.0,50.0,20250305.0,102.0,SLMet_20250305,58.78453846153847,,
893,97.0,89.0,0.8,0.1,0.5,DF,F,M,DFdc,8.0,9.5,118.75,,102.0,SLMet_20250305,59.164397121951225,,
894,89.0,86.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,3.6,6.5,180.55555555555557,,102.0,SLMet_20250305,,,
895,86.0,58.0,0.8,0.3,0.5,RG,4F,D,RGlr,28.4,73.5,258.80281690140845,,102.0,SLMet_20250305,,,
896,58.0,56.0,1.5,0.5,0.8,MFcr,K,D,"MFcr Frozen pooling MFpc								
								",3.0,8.5,283.3333333333333,,102.0,SLMet_20250305,,,
897,56.0,33.0,1.5,0.5,1.0,FCxr,F,D,,17.2,42.5,247.093023255814,,102.0,SLMet_20250305,,,
898,33.0,13.0,2.5,0.5,1.0,DHxr,4F,D,,22.8,68.5,300.43859649122805,,102.0,SLMet_20250305,,,
899,13.0,0.0,4.0,0.5,1.0,DHxr,1F,D,,13.6,36.5,268.38235294117646,,102.0,SLMet_20250305,,,
904,65.0,62.0,1.5,0.5,1.0,MFcr,P,M,,3.4,8.5,250.0,20250204.0,65.0,SLMet_20250204,10.45198933649289,0.16591381042654027,
905,62.0,46.0,1.0,0.5,0.8,MFcl,4F,M,,14.4,32.5,225.69444444444443,,65.0,SLMet_20250204,32.476263157894735,2.790949407407407,
906,46.0,27.0,1.0,0.5,0.8,RG,4F,M,"RGlr
Some bonds visible",19.8,54.5,275.25252525252523,,65.0,SLMet_20250204,,,
907,27.0,0.0,2.5,0.5,1.0,DHxr,F,M,very rounded,26.4,71.5,270.83333333333337,,65.0,SLMet_20250204,,,
916,97.0,96.5,0.8,0.3,0.5,PP,F,D,PPpl PPgp,,,,20250114.0,97.0,DHMet_20250114,0.981,0.06304836571428571,
917,96.5,84.0,1.0,0.3,0.5,DF,F,D,DFbk FCsf,9.600000000000009,9.0,93.74999999999991,,97.0,DHMet_20250114,39.65959753561802,1.2403873564979482,
918,84.0,72.0,1.0,0.3,0.5,RGxf,4F,D,DFdc,12.599999999999994,21.0,166.66666666666674,,97.0,DHMet_20250114,,,
919,72.0,56.0,1.0,0.5,0.8,RG,1F,D,RGlr,15.400000000000006,38.5,249.99999999999991,,97.0,DHMet_20250114,,,
920,56.0,42.0,1.5,0.5,1.0,RG,P,D,RGlr,19.2,55.0,286.45833333333337,,97.0,DHMet_20250114,,,
921,42.0,22.0,2.0,0.5,1.0,FCxr,4F,D,,15.0,41.0,273.3333333333333,,97.0,DHMet_20250114,,,
922,22.0,5.0,2.0,0.8,1.0,FCxr,1F,D,,19.8,56.5,285.35353535353534,,97.0,DHMet_20250114,,,
923,5.0,0.0,1.5,0.5,1.0,MFcl,K,D,,5.8,15.5,267.2413793103448,,97.0,DHMet_20250114,,,
928,213.0,204.0,2.0,0.8,1.0,DF,F,D,,8.0,6.0,75.0,20250115.0,213.0,BDG_20250115,82.12959984152138,2.3898572282091917,0.6685546540923438
929,204.0,190.0,0.2,0.1,0.1,RGsr,F,D,,10.0,13.0,130.0,,213.0,BDG_20250115,470.93835317460315,12.025256993883794,2.120295215781069
930,190.0,189.0,10.0,2.0,6.0,SH,F,D,rounding,1.0,2.6,262.9,,213.0,BDG_20250115,,,
931,189.0,174.0,0.5,0.1,0.3,RG,4F,D,,15.5,33.3,214.83870967741933,,213.0,BDG_20250115,,,
932,174.0,172.0,0.8,0.4,0.5,MFcr,1F,D,,1.8,5.5,301.13791418,,213.0,BDG_20250115,,,
933,172.0,151.0,0.6,0.2,0.3,RGxf,4F,D,"more faceted at bottom, grauppel 162, 1F at bottom",19.2,49.0,255.20833333333337,,213.0,BDG_20250115,,,
934,151.0,99.0,1.0,0.2,0.4,RGxf,1F,D,,52.0,171.7,330.1,,213.0,BDG_20250115,,,
935,99.0,80.0,0.7,0.2,0.4,RG,1F,D,,,,344.6,,213.0,BDG_20250115,,,
936,80.0,79.0,2.0,1.0,1.5,SHxr,F,D,lot of rounds,,,335.0,,213.0,BDG_20250115,,,
937,79.0,60.0,1.0,0.3,0.5,RG,1F,D,some faceted edges,,,348.6,,213.0,BDG_20250115,,,
938,60.0,56.0,1.0,0.3,0.5,MFcr,1F,D,some faceted edges,,,332.84159482,,213.0,BDG_20250115,,,
939,56.0,41.0,0.5,0.3,0.4,RG,P,D,,,,,,213.0,BDG_20250115,,,
940,41.0,18.0,0.7,0.2,0.4,RG,P,D,square edges,,,,,213.0,BDG_20250115,,,
941,18.0,0.0,0.6,0.4,0.5,RG,P,D,,,,,,213.0,BDG_20250115,,,
942,107.0,105.0,1.0,0.3,0.5,DF,F,M,DFdc PPsd PPgp FCsf,1.6,2.5,156.25,20250306.0,107.0,FEFHQ_20250306,36.80180942339166,3.79244039716312,
943,105.0,97.0,0.8,0.3,0.5,DF,4F,M,DFdc FCsf,7.4,14.5,195.94594594594597,,107.0,FEFHQ_20250306,50.98961631054353,1.3075367771836006,
944,97.0,94.0,1.5,0.5,1.0,MFcr,K,D,MFcr MFpc,4.8,12.0,250.0,,107.0,FEFHQ_20250306,,13.691936875,
945,94.0,75.0,1.0,0.3,0.5,RG,4F,M,RGlr Necks,17.2,48.0,279.06976744186045,,107.0,FEFHQ_20250306,,,
946,75.0,67.0,1.5,0.5,1.0,RG,1F,D,RGlr,5.6,20.0,357.1428571428572,,107.0,FEFHQ_20250306,,,
947,67.0,65.0,1.5,0.5,1.0,MFcr,P,D,MFcr MFpc,3.0,10.0,333.3333333333333,,107.0,FEFHQ_20250306,,,
948,65.0,37.0,1.5,0.8,1.0,FCxr,F,D,,28.8,75.5,262.15277777777777,,107.0,FEFHQ_20250306,,,
949,37.0,20.0,2.5,1.0,1.5,DHxr,F,D,,16.0,40.0,250.0,,107.0,FEFHQ_20250306,,,
950,20.0,0.0,6.0,1.0,2.0,DHxr,4F,D,,15.0,40.5,270.0,,107.0,FEFHQ_20250306,,,
954,68.0,62.0,2.0,0.5,1.0,MFcr,K,D,MFpc,,,366.6167755333333,20250408.0,68.0,JPLMet_20250408_TS_0930,373.79611548387845,10.01326181472684,3.223924706623386
955,62.0,47.0,1.5,0.5,1.0,MFpc,P,D,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,,,
956,47.0,39.0,1.0,0.3,0.8,MFcl,1F,D,RGlr,,,,,68.0,JPLMet_20250408_TS_0930,,,
957,39.0,22.0,1.5,0.5,1.0,RGlr,4F,M,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,,,
958,22.0,0.0,2.0,0.5,1.0,RGlr,F,M,MFcl,,,,,68.0,JPLMet_20250408_TS_0930,,,
966,46.0,45.5,2.0,0.5,1.0,PP,F,D,"PPgp, PPsd",,,,20241226.0,46.0,SLMet_20241226,0.981,0.07658918095238094,
967,45.5,37.0,1.0,0.3,0.5,DF,F,D,DFdc,8.2,10.0,121.95121951219514,,46.0,SLMet_20241226,21.992743902439024,0.42932780829756795,
968,37.0,34.0,0.7,0.3,0.5,RG,4F,D,"RGla, Pine needles in layer",3.0,6.5,216.66666666666663,,46.0,SLMet_20241226,,,
969,34.0,16.0,2.0,0.5,1.0,FC,F,D,FCso,17.0,37.0,217.64705882352945,,46.0,SLMet_20241226,,,
970,16.0,6.0,4.0,1.0,2.0,DHla,F,D,,11.0,25.5,231.8181818181818,,46.0,SLMet_20241226,,,
971,6.0,0.0,2.0,1.0,1.5,MF,1F,D,MFpc,6.0,18.5,308.3333333333333,,46.0,SLMet_20241226,,,
978,85.0,81.0,2.0,0.5,1.0,MFsl,F,W,,3.0,7.5,250.0,20250313.0,85.0,JPLMet_20250313,77.46020996441283,,
979,81.0,77.0,2.0,0.5,1.0,MFcr,K,M,MFcr MFpc,4.2,15.0,357.1428571428571,,85.0,JPLMet_20250313,69.66897750937109,,
980,77.0,69.0,1.0,0.3,0.8,MFcl,1F,M,,7.6,21.5,282.89473684210526,,85.0,JPLMet_20250313,,,
981,69.0,67.0,,,,IFil,I,D,IFil,,,,,85.0,JPLMet_20250313,,,
982,67.0,53.0,1.0,0.3,0.5,RG,P,M,RGlr,13.0,39.5,303.84615384615387,,85.0,JPLMet_20250313,,,
983,53.0,50.0,,,,IFil,I,D,IFil MFpc,,,,,85.0,JPLMet_20250313,,,
984,50.0,23.0,1.5,0.5,1.0,FCxr,F,D,,26.0,72.0,276.9230769230769,,85.0,JPLMet_20250313,,,
985,23.0,0.0,3.0,1.0,2.0,DHxr,F,D,,23.8,52.6,221.0084033613445,,85.0,JPLMet_20250313,,,
990,88.0,86.0,0.8,0.3,0.5,MFcl,4F,M,Can see water when smeared,,,,CO,88.0,SLMet_20250225,24.57370212765958,0.5444719858156029,
991,86.0,79.0,0.8,0.1,0.3,RG,P,M,RGsr,3.6,12.5,347.22222222222223,,88.0,SLMet_20250225,52.18375,1.3187795112016292,
992,79.0,56.0,1.0,0.3,0.5,RG,P,M,RGlr,5.6,13.5,241.07142857142856,,88.0,SLMet_20250225,,,
993,56.0,53.0,1.0,0.3,0.5,MFcr,K,D,Crust,21.8,51.5,236.2385321100917,,88.0,SLMet_20250225,,,
994,53.0,34.0,1.5,0.5,1.0,FCxr,4F,D,,20.8,59.5,286.0576923076923,,88.0,SLMet_20250225,,,
995,34.0,10.0,2.0,0.5,1.0,FCxr,1F,D,,23.0,71.0,308.69565217391306,,88.0,SLMet_20250225,,,
996,10.0,0.0,3.0,1.0,2.0,DHxr,4F,D,,10.4,33.0,317.3076923076923,,88.0,SLMet_20250225,,,
1002,70.5,64.0,2.0,0.5,1.0,MFpc,P,M,MFcl,,,,20250408.0,70.5,JPLMet_20250408_TS_1022,311.0199954288315,8.365671115018314,2.1951956369693306
1003,64.0,44.0,2.0,0.5,1.0,MFpc,P,D,Mfcl,,,,,70.5,JPLMet_20250408_TS_1022,,,
1004,44.0,21.0,2.0,0.5,1.0,MFcl,4F,M,RGlr,,,,,70.5,JPLMet_20250408_TS_1022,,,
1005,21.0,0.0,2.5,0.5,1.5,MFcl,F,M,RGlr,,,,,70.5,JPLMet_20250408_TS_1022,,,
1014,95.0,94.0,1.0,0.3,0.5,MFcl,F,D,,,,,20250205.0,95.0,FST_20250205,12.732274647887325,0.5976021408450705,
1015,94.0,68.0,0.8,0.3,0.5,RG,1F,D,RGlr,25.4,63.5,250.0,,95.0,FST_20250205,32.8180055957867,0.764407719376392,
1016,68.0,47.0,1.0,0.3,0.5,FCxr,1F,D,,22.4,59.5,265.625,,95.0,FST_20250205,,,
1017,47.0,28.0,2.0,0.5,1.0,FCxr,4F,D,,21.2,54.0,254.7169811320755,,95.0,FST_20250205,,,
1018,28.0,8.0,2.0,0.5,1.0,DHxr,F,D,,16.4,45.0,274.39024390243907,,95.0,FST_20250205,,,
1019,8.0,0.0,2.0,0.5,1.0,DHxr,P,D,,5.0,11.0,220.0,,95.0,FST_20250205,,,
1026,65.0,57.0,2.0,0.5,1.5,MFpc,F,W,1,,,,20250408.0,65.0,JPLMet_20250408_TS_1420,118.14810306122448,2.3206858329764453,1.0141282779071867
1027,57.0,41.0,1.5,0.5,1.0,MFpc,P,W,MFcl,,,,,65.0,JPLMet_20250408_TS_1420,,,
1028,41.0,27.0,1.5,0.5,1.0,MFcl,1F,M,,,,,,65.0,JPLMet_20250408_TS_1420,,,
1029,27.0,0.0,2.5,1.0,1.5,MFcl,F,W,,,,,,65.0,JPLMet_20250408_TS_1420,,,
1038,65.0,64.5,0.5,0.1,0.3,PPsd,F,D,PPgp few needles and plates,,,,20250109.0,65.0,JPLMet_20250109,0.981,0.039004765714285704,
1039,64.5,50.0,1.0,0.3,0.5,DF,F,D,DFbk FCsf,11.8,15.0,127.1186440677966,,65.0,JPLMet_20250109,12.760704188481675,0.42907826145251393,
1040,50.0,35.0,0.8,0.1,0.5,RGxf,4F,D,,16.4,35.0,213.41463414634148,,65.0,JPLMet_20250109,,,
1041,35.0,15.0,2.5,1.0,1.5,DHpr,4F,D,Early cups,19.0,42.5,223.68421052631575,,65.0,JPLMet_20250109,,,
1042,15.0,0.0,6.0,1.0,2.0,DHla,F,D,DHch Clear striations and cupping,15.8,32.5,205.69620253164555,,65.0,JPLMet_20250109,,,
1050,73.0,72.5,0.5,0.1,0.3,FCsf,F,D,Rounding,,,,20250129.0,73.0,FEFHQ_20250129,0.981,0.07846539428571428,
1051,72.5,59.0,0.5,0.1,0.3,RGxf,F,D,,13.4,21.0,156.71641791044777,,73.0,FEFHQ_20250129,20.48419922630561,0.436032535064935,
1052,59.0,36.0,2.0,0.5,1.0,FCxr,F,D,Some cups/striations,22.0,46.5,211.3636363636364,,73.0,FEFHQ_20250129,,,
1053,36.0,15.0,4.0,1.0,2.0,DHxr,F,D,,20.4,47.5,232.843137254902,,73.0,FEFHQ_20250129,,,
1054,15.0,0.0,6.0,1.0,2.0,DHla,F,D,,16.4,35.5,216.46341463414635,,73.0,FEFHQ_20250129,,,
1062,27.0,22.0,3.0,1.0,2.0,PPsd,F,D,Clean elaborate stellars,,,,20241128.0,27.0,FCO_20241128,,0.5801666709677419,
1063,22.0,16.0,1.0,1.0,0.3,DF,F,D,Some faceting,,,,,27.0,FCO_20241128,,,
1064,16.0,15.0,1.0,1.0,0.3,MFcr,4F,D,"MFcr some MFpc
Easily disaggregates",,,,,27.0,FCO_20241128,,,
1065,15.0,9.0,1.0,1.0,1.0,FC,F,D,Small prisms. Solid very early cups,,,,,27.0,FCO_20241128,,,
1066,9.0,0.0,2.0,2.0,1.0,FC,F,D,Some cups striations,,,,,27.0,FCO_20241128,,,
1074,77.0,67.0,1.0,0.3,0.5,FCsf,F,D,,9.4,14.5,154.25531914893617,20250128.0,77.0,JPLMet_20250128,14.802378688524591,0.7889720959216967,
1075,67.0,59.0,1.0,0.3,0.5,FCxr,F,D,,8.0,13.5,168.75,,77.0,JPLMet_20250128,,,
1076,59.0,34.0,2.0,0.5,1.0,FC,4F,D,FCso,22.6,53.5,236.72566371681413,,77.0,JPLMet_20250128,,,
1077,34.0,14.0,6.0,2.0,4.0,DH,4F,D,DHch,19.8,44.5,224.74747474747477,,77.0,JPLMet_20250128,,,
1078,14.0,0.0,6.0,2.0,4.0,DHcp,1F,D,DHch,12.8,27.5,214.84375,,77.0,JPLMet_20250128,,,
1086,65.0,64.5,0.5,0.1,0.3,DF,F,D,"DFbk Some riming, some PPgp, PPsd",,,,20241210.0,65.0,DHMet_20241210,0.9816435131195336,0.07224555714285714,
1087,64.5,51.0,0.7,0.3,0.5,DF,F,D,"DFbk Clean, PPpl",16.800000000000004,12.5,74.40476190476188,,65.0,DHMet_20241210,20.721794776119403,0.6227275334821428,
1088,51.0,49.0,2.0,0.7,1.0,SH,F,D,"SHcp Striated cups, not DH",,,,,65.0,DHMet_20241210,,,
1089,49.0,31.0,1.5,0.5,1.0,FC,4F,D,FCso,16.4,33.0,201.219512195122,,65.0,DHMet_20241210,,,
1090,31.0,24.0,0.5,0.1,0.3,RG,1F,D,RGsr,6.800000000000004,18.5,272.0588235294116,,65.0,DHMet_20241210,,,
1091,24.0,6.0,3.0,1.0,1.5,DHpr,4F,D,,25.4,54.5,214.56692913385828,,65.0,DHMet_20241210,,,
1092,6.0,0.0,2.0,0.5,1.0,MFpc,P,D,Old DHla that melted. Well rounded some up to 4mm,5.0,17.0,340.0,,65.0,DHMet_20241210,,,
1098,285.0,284.0,0.2,1.0,1.5,MFcr,P,D,,1.0,2.7,299.35454663,20250312.0,285.0,FRE_20250312,221.58855633802813,,0.8452549615506149
1099,284.0,262.0,0.6,0.3,0.5,RG,4F,D,,22.0,51.5,234.2,,285.0,FRE_20250312,390.3512102530824,,1.7011622793805339
1100,262.0,260.0,8.0,0.4,0.7,MFcr,1F,D,,2.0,5.1,122.91300774,,285.0,FRE_20250312,826.5910638297872,,
1101,260.0,233.0,0.5,0.2,0.3,RG,1F,D,P@bottom,27.0,76.5,283.2,,285.0,FRE_20250312,,,
1102,233.0,232.0,,,,IFil,I,D,dicontinuous,1.0,3.0,34.61464185,,285.0,FRE_20250312,,,
1103,232.0,218.0,0.4,0.2,0.3,RG,4F,D,,14.0,42.4,302.7,,285.0,FRE_20250312,,,
1104,218.0,217.5,,,,IFil,I,D,discontinuous,0.5,1.6,0.0,,285.0,FRE_20250312,,,
1105,217.5,203.0,0.2,0.3,0.5,RG,1F,D,flow tubes,14.5,47.9,330.2,,285.0,FRE_20250312,,,
1106,203.0,202.0,,,,IFil,I,D,discontinunous ,1.0,3.4,143.56368674,,285.0,FRE_20250312,,,
