,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
1987,24.0,0.0,,,4_6,DH,F+,D,prisms,,,,,58.5,JPLMet_20240207,,,
1988,151.0,148.0,,,1_2,MF,F,W,1mm,,,,,151.0,WSL_20240515,81.81754963615532,,
1989,148.0,142.0,,,1_2,MF,4F,M,1mm,,,,,151.0,WSL_20240515,325.9009382422804,,
1990,142.0,140.0,,,<1,MFcr,1F,M,0.5mm,,,,,151.0,WSL_20240515,608.9099468085108,,
1991,140.0,130.0,,,1_2,MF,F,M,1mm,,,,,151.0,WSL_20240515,81.28685742062648,,
1992,130.0,116.0,,,<1,MF,4F,M,0.5mm,,,,,151.0,WSL_20240515,,,
1993,116.0,113.0,,,N/O,IF,I,,discontinuous,,,,,151.0,WSL_20240515,,,
1994,113.0,107.0,,,<1,MF,1F,M,0.2mm,,,,,151.0,WSL_20240515,,,
1995,107.0,105.0,,,<1,MFcr,P,W,"0.4mm, some MFcr, some MF, discontinuous",,,,,151.0,WSL_20240515,,,
1996,105.0,73.0,,,<1,MF,1F,M,0.5mm,,,,,151.0,WSL_20240515,,,
1997,73.0,55.0,,,<1,MF,P,M,0.5mm,,,,,151.0,WSL_20240515,,,
1998,55.0,39.0,,,<1,MF,1F,M,0.4mm,,,,,151.0,WSL_20240515,,,
1999,39.0,0.0,,,1_2,MF,4F,M,2mm,,,,,151.0,WSL_20240515,,,
2000,71.0,63.0,,,<1,FC,F,D,some 1-2mm stellars,,,,,71.0,JPLMet_20240213,37.738664555256065,,
2001,63.0,62.0,,,<1,MFcr,4F,D,,,,,,71.0,JPLMet_20240213,,,
2002,62.0,49.0,,,1_2,FC,F,D,previously rounds,,,,,71.0,JPLMet_20240213,,,
2003,49.0,34.0,,,1_2,FC,1F-,D,,,,,,71.0,JPLMet_20240213,,,
2004,34.0,29.5,,,<1,RG,P-,D,faceting,,,,,71.0,JPLMet_20240213,,,
2005,29.5,0.0,,,2_4,FC,F,D,DH,,,,,71.0,JPLMet_20240213,,,
2006,119.0,109.0,,,<1,RG,F,D,,,,,,119.0,AM_20240229,64.93378267278125,1.9128971954350926,
2007,109.0,101.0,,,1_2,RG,F+,D,some facets / faceted edges,,,,,119.0,AM_20240229,76.02749999999999,2.1306256842105262,
2008,101.0,90.0,,,1_2,RG,4F,D,,,,,,119.0,AM_20240229,,,
2009,90.0,79.0,,,1_2,RG,4F+,D,facets,,,,,119.0,AM_20240229,,,
2010,79.0,78.0,,,1_2,MF,F,D,heavily faced,,,,,119.0,AM_20240229,,,
2011,78.0,64.0,,,1_2,RG,1F,D,,,,,,119.0,AM_20240229,,,
2012,64.0,50.0,,,<1,RG,P-,D,,,,,,119.0,AM_20240229,,,
2013,50.0,14.0,,,2_4,FC,F,D,rounding,,,,,119.0,AM_20240229,,,
2014,14.0,0.0,,,2_4,DH,1F,D,"well bonded, striations, some 6-8mm",,,,,119.0,AM_20240229,,,
2015,32.5,26.5,,,2_4,FC,F-,D,,,,,,32.5,JPL1_20240103,10.549215070643642,,
2016,26.5,16.0,,,4_6,FC,F,D,some small chains,,,,,32.5,JPL1_20240103,,,
2017,16.0,10.5,,,4_6,FC,F+,D,some chains up to 8mm,,,,,32.5,JPL1_20240103,,,
2018,10.5,0.0,,,4_6,DH,F,D,,,,,,32.5,JPL1_20240103,,,
2026,81.0,73.0,,,1_2,PP,F,D,PPrm,,,,,81.0,JPL1_20240117,22.96249665775401,0.353180431372549,
2027,73.0,52.0,,,<1,DF,F,D,,,,,,81.0,JPL1_20240117,,,
2028,52.0,41.0,,,<1,RG,4F,D,DF,,,,,81.0,JPL1_20240117,,,
2029,41.0,28.0,,,1_2,RG,4F,D,,,,,,81.0,JPL1_20240117,,,
2030,28.0,0.0,,,2_4,DH,F,D,,,,,,81.0,JPL1_20240117,,,
2031,107.0,92.0,,,1_2,PPrm,F,D,DF,,,,,107.0,JPLMet_20240305,42.95208587467759,,
2032,92.0,82.0,,,<1,DF,F,D,,,,,,107.0,JPLMet_20240305,,,
2033,82.0,73.5,,,<1,RG,F+,D,DF,,,,,107.0,JPLMet_20240305,,,
2034,73.5,73.0,,,<1,MFcr,1F,D,,,,,,107.0,JPLMet_20240305,,,
2035,73.0,64.5,,,<1,RG,F,D,,,,,,107.0,JPLMet_20240305,,,
2036,64.5,63.5,,,1_2,MFcr,1F,D,some faceted edges,,,,,107.0,JPLMet_20240305,,,
2037,63.5,53.0,,,1_2,FC,F+,D,rounding,,,,,107.0,JPLMet_20240305,,,
2038,53.0,52.5,,,<1,MFcr,F,D,faceting,,,,,107.0,JPLMet_20240305,,,
2039,52.5,41.0,,,1_2,FC,F,D,rounding,,,,,107.0,JPLMet_20240305,,,
2040,41.0,30.0,,,1_2,FC,4F+,D,rounding,,,,,107.0,JPLMet_20240305,,,
2041,30.0,25.0,,,<1,RG,1F,D,faceted edges,,,,,107.0,JPLMet_20240305,,,
2042,25.0,0.0,,,2_4,DH,F,D,striations,,,,,107.0,JPLMet_20240305,,,
2043,51.5,45.0,,,1_2,FC,F-,D,,,,,,51.5,LFMet_20240104,,,
2044,45.0,33.0,,,2_4,FC,F,D,,,,,,51.5,LFMet_20240104,,,
2045,33.0,22.0,,,1_2,FC,F+,D,as large as 4mm,,,,,51.5,LFMet_20240104,,,
2046,22.0,12.0,,,4_6,FC,F+,D,8mm chains,,,,,51.5,LFMet_20240104,,,
2047,12.0,7.5,,,2_4,FC,1F,D,very cohesive,,,,,51.5,LFMet_20240104,,,
2048,7.5,0.0,,,4_6,DH,F,D,"striations, cups",,,,,51.5,LFMet_20240104,,,
2049,173.0,156.0,,,1_2,DF,F,D,,,,,,173.0,FSTA_20240307,136.66542927684708,1.3137151436142025,
2050,156.0,147.0,,,1_2,DF,F,D,,,,,,173.0,FSTA_20240307,,,
2051,147.0,137.0,,,<1,RG,F+,D,,,,,,173.0,FSTA_20240307,,,
2052,137.0,121.0,,,1_2,RG,4F,D,,,,,,173.0,FSTA_20240307,,,
2053,121.0,84.0,,,<1,RG,4F+,D,FC towards bottom of layer,,,,,173.0,FSTA_20240307,,,
2054,84.0,71.0,,,<1,RG,1F+,D,faceted rounds,,,,,173.0,FSTA_20240307,,,
2055,71.0,62.0,,,<1,RG,P,D,,,,,,173.0,FSTA_20240307,,,
2056,62.0,42.0,,,2_4,FC,F+,D,,,,,,173.0,FSTA_20240307,,,
2057,42.0,0.0,,,2_4,DH,F,D,some rounded edges,,,,,173.0,FSTA_20240307,,,
2058,99.0,93.5,,,1_2,DF,F,D,,,,,,99.0,DHCLPX_20240215,40.24329545454545,,
2059,93.5,92.0,,,<1,MFcr,P+,D,<1mm facets on top and bottom,,,,,99.0,DHCLPX_20240215,300.7699285714286,,
2060,92.0,85.0,,,1_2,RG,F,D,,,,,,99.0,DHCLPX_20240215,44.714612903225806,,
2061,85.0,83.5,,,1_2,MFcr,P,D,,,,,,99.0,DHCLPX_20240215,,,
2062,83.5,75.5,,,1_2,RG,F,D,faceting,,,,,99.0,DHCLPX_20240215,,,
2063,75.5,71.0,,,<1,MFcr,1F,D,facets top an dbottom.  thickness varies ,,,,,99.0,DHCLPX_20240215,,,
2064,71.0,54.0,,,<1,RG,4F,D,faceted edges,,,,,99.0,DHCLPX_20240215,,,
2065,54.0,44.0,,,<1,RG,P,D,,,,,,99.0,DHCLPX_20240215,,,
2066,44.0,32.0,,,<1,RG,1F,D,,,,,,99.0,DHCLPX_20240215,,,
2067,32.0,0.0,,,2_4,DH,F,D,,,,,,99.0,DHCLPX_20240215,,,
2068,73.0,72.5,,,>6,SH,F-,D,8-12mm,,,,,73.0,FSTA_20240104,9.81,,
2069,72.5,63.0,,,1_2,FC,F,D,,,,,,73.0,FSTA_20240104,16.6525,,
2070,63.0,54.0,,,1_2,FC,4F,D,some <1mm,,,,,73.0,FSTA_20240104,,,
2071,54.0,47.0,,,<1,FC,4F,D,some rounding,,,,,73.0,FSTA_20240104,,,
2072,47.0,37.0,,,<1,FC,1F,D,"2nd size, 1-2mm",,,,,73.0,FSTA_20240104,,,
2073,37.0,22.0,,,2_4,FC,4F,D,chains,,,,,73.0,FSTA_20240104,,,
2074,22.0,0.0,,,4_6,DH,4F+,D,"chains, cmall cups",,,,,73.0,FSTA_20240104,,,
2075,77.0,72.0,,,<1,MF,F,M,,,,,,77.0,JPLMet_20240220,10.187307692307693,,
2076,72.0,58.0,,,1_2,MF,F,M-,rounded grains secondary,,,,,77.0,JPLMet_20240220,,,
2077,58.0,57.0,,,<1,MFcr,F,D,faceting,,,,,77.0,JPLMet_20240220,,,
2078,57.0,44.0,,,1_2,FC,F+,D,rounding,,,,,77.0,JPLMet_20240220,,,
2079,44.0,31.0,,,1_2,FC,4F+,D,less round that layer above,,,,,77.0,JPLMet_20240220,,,
2080,31.0,27.0,,,<1,RG,1F,D,faceting,,,,,77.0,JPLMet_20240220,,,
2081,27.0,0.0,,,2_4,FC,F,D,striated,,,,,77.0,JPLMet_20240220,,,
2082,36.5,26.0,0.5,0.1,0.3,FCsf,F,D,,10.5,16.0,152.38095238095238,20241121.0,36.5,DHMet_20241121,21.739834158415846,,
2083,26.0,25.0,1.5,0.5,1.0,MFcr,1F,D,"MFcr, Faceting",1.0,4.0,400.0,,36.5,DHMet_20241121,,,
2084,25.0,10.0,1.5,0.5,1.0,FC,4F,D,FCso,15.0,35.0,233.33333333333331,,36.5,DHMet_20241121,,,
2085,10.0,0.0,2.0,0.5,1.0,FC,1F,D,"FCso, Crust like @ ground",10.0,16.0,160.0,,36.5,DHMet_20241121,,,
2094,40.0,39.0,0.5,0.3,0.5,DF,F,N/O,Fallen in last 12 hours,,,,20250210.0,40.0,CCO_20250210,3.3001246047714865,,
2095,39.0,36.0,1.0,0.3,0.5,RG,F,N/O,,,,,,40.0,CCO_20250210,96.25986747104247,,
2096,36.0,30.0,1.0,0.3,1.0,RG,F,N/O,,,,,,40.0,CCO_20250210,,,
2097,30.0,23.0,2.0,0.3,1.0,MFcr,1F,N/O,"This layer was the surface during rain event early February
smooth surface on top",,,,,40.0,CCO_20250210,,,
2098,23.0,14.0,6.0,0.5,2.0,DHxr,1F,N/O,Loos like DH that got wet and stuck together.  Some poly crystals made up of striated facets,,,,,40.0,CCO_20250210,,,
2099,14.0,10.0,3.0,2.0,2.0,MFcl,4F,N/O,,,,,,40.0,CCO_20250210,,,
2100,10.0,0.0,3.0,1.0,2.0,DH,F,N/O,,,,,,40.0,CCO_20250210,,,
2106,66.0,58.0,,,,,K,D,none,,,,20250408.0,66.0,JPLMet_20250408_TS_0725,207.29712986108913,,
2107,58.0,37.0,,,,,P,D,,,,,,66.0,JPLMet_20250408_TS_0725,,,
2108,37.0,21.0,,,,,4F,M,,,,,,66.0,JPLMet_20250408_TS_0725,,,
2109,21.0,0.0,,,,,F,W,,,,,,66.0,JPLMet_20250408_TS_0725,,,
2118,97.0,96.0,1.0,1.0,1.0,MFcr,1F,D,surface = facets,1.0,3.0,300.0,20240311.0,97.0,TPO_20240311,15.695999999999993,,
2119,96.0,61.0,1.0,0.3,0.5,RG,F,D,"most recent storm, settling",25.0,45.0,180.0,,97.0,TPO_20240311,86.71876499999999,,
2120,61.0,59.0,2.0,1.0,2.0,RG,4F,D,,11.4,27.0,236.8421052631579,,97.0,TPO_20240311,,,
2121,59.0,36.0,0.5,0.5,0.5,RG,4F,D,,21.0,59.0,280.95238095238096,,97.0,TPO_20240311,,,
2122,36.0,33.0,2.0,1.0,2.0,MFcr,1F,D,rounding,4.0,12.0,300.0,,97.0,TPO_20240311,,,
2123,33.0,23.0,0.5,0.5,0.5,RG,4F,D,,11.0,37.0,336.3636363636364,,97.0,TPO_20240311,,,
2124,23.0,6.0,6.0,2.0,4.0,FC,F,D,,19.5,54.0,276.9230769230769,,97.0,TPO_20240311,,,
2125,6.0,0.0,6.0,1.0,3.0,FC,1F,D,,,,,,97.0,TPO_20240311,,,
2130,66.0,59.0,,,,,K,D,,,,,20250408.0,66.0,JPLMet_20250408_TS_0528,256.6545039018817,,1.0353841535646637
2131,59.0,50.0,,,,,P,D,,,,,,66.0,JPLMet_20250408_TS_0528,,,
2132,50.0,36.5,,,,,1F,D,,,,,,66.0,JPLMet_20250408_TS_0528,,,
2133,36.5,15.0,,,,,4F,M,,,,,,66.0,JPLMet_20250408_TS_0528,,,
2134,15.0,0.0,,,,,F,M,,,,,,66.0,JPLMet_20250408_TS_0528,,,
2142,142.0,135.0,2.0,1.0,1.0,MFcl,F,N/O,Liquid H20 present,27.8,42.5,152.87769784172662,,142.0,FCO_20250224,69.928315603948,,
2143,135.0,99.0,0.5,0.5,0.5,RG,4F,N/O,,21.6,47.0,217.59259259259255,,142.0,FCO_20250224,80.14625735294118,,
2144,99.0,98.0,1.0,1.0,1.0,MFcl,4F,N/O,,,,,,142.0,FCO_20250224,,,
2145,98.0,89.0,0.5,0.3,0.3,RG,4F,N/O,,,,,,142.0,FCO_20250224,,,
2146,89.0,77.0,4.0,1.0,2.0,MFcr,1F,N/O,surface during early feb rain most likely,,,,,142.0,FCO_20250224,,,
2147,77.0,34.0,2.0,1.0,1.0,FCxr,4F,N/O,,,,,,142.0,FCO_20250224,,,
2148,34.0,17.0,3.0,1.0,2.0,FCxr,4F,N/O,,,,,,142.0,FCO_20250224,,,
2149,17.0,0.0,5.0,1.0,3.0,FCxr,1F,N/O,,,,,,142.0,FCO_20250224,,,
2154,63.0,57.0,,,,,K,,,,,,20250408.0,63.0,JPLMet_20250408_TS_0334,233.7038042076688,,1.1300198779743238
2155,57.0,53.0,,,,,1F,,Some IF,,,,,63.0,JPLMet_20250408_TS_0334,,,
2156,53.0,44.0,,,,,P,,,,,,,63.0,JPLMet_20250408_TS_0334,,,
2157,44.0,41.0,,,,IFil,I,,,,,340.64898375,,63.0,JPLMet_20250408_TS_0334,,,
2158,41.0,29.0,,,,,4F,,,,,,,63.0,JPLMet_20250408_TS_0334,,,
2159,29.0,0.0,,,,,F,,,,,,,63.0,JPLMet_20250408_TS_0334,,,
2166,47.0,45.0,0.5,0.3,0.3,MFpc,F,M,none,3.5,15.0,428.57142857142856,20250506.0,47.0,TPO_20250506,35.589273049645385,,
2167,45.0,39.5,1.0,0.2,0.3,MFpc,1F,M,,5.0,18.0,360.0,,47.0,TPO_20250506,25.910420021186443,,
2168,39.5,33.0,1.0,0.2,0.3,MFpc,F,M,,8.0,39.0,487.5,,47.0,TPO_20250506,,,
2169,33.0,29.0,0.5,0.2,0.3,MFpc,4F,M,,5.0,29.0,580.0,,47.0,TPO_20250506,,,
2170,29.0,0.0,1.0,0.3,0.5,MFpc,F,M,,26.0,87.0,334.61538461538464,,47.0,TPO_20250506,,,
2178,68.0,66.0,0.4,0.1,0.5,FCsf,F,D,Some DFdc,0.7999999999999972,1.0,83.0,20250123.0,68.0,CLPX_FFSP04_20250123,2.511141337386019,,
2179,66.0,62.0,1.0,0.2,0.5,FCsf,F,D,,4.0,5.0,125.0,,68.0,CLPX_FFSP04_20250123,19.552505338078294,,
2180,62.0,51.0,1.5,0.5,1.0,FCsf,F,D,"Some cups, prisms",10.4,18.0,173.0,,68.0,CLPX_FFSP04_20250123,,,
2181,51.0,35.0,2.0,0.5,1.0,FC,F,D,FCso,17.6,38.0,218.0,,68.0,CLPX_FFSP04_20250123,,,
2182,35.0,21.0,3.0,2.0,2.5,DHcp,F,D,,9.0,24.0,264.0,,68.0,CLPX_FFSP04_20250123,,,
2183,21.0,12.0,4.0,2.0,3.0,DHla,F,D,,7.0,14.0,200.0,,68.0,CLPX_FFSP04_20250123,,,
2184,12.0,0.0,5.0,2.0,3.0,DHxr,F,D,DHpr DHla,,,,,68.0,CLPX_FFSP04_20250123,,,
2190,92.0,81.0,0.5,0.2,0.3,FCsf,F,D,,11.0,13.5,122.72727272727272,20250123.0,92.0,CLPX_FFSP01_20250123,26.54794916666667,,
2191,81.0,64.5,1.0,0.2,0.7,FC,F,D,FCso,15.6,29.0,185.8974358974359,,92.0,CLPX_FFSP01_20250123,,,
2192,64.5,52.0,1.0,0.5,0.7,FC,4F,D,FCso Some cups,12.4,31.0,250.0,,92.0,CLPX_FFSP01_20250123,,,
2193,52.0,41.0,1.0,0.5,0.7,FC,1F,D,"FCso Some cups, some DHpr",11.0,31.5,286.3636363636364,,92.0,CLPX_FFSP01_20250123,,,
2194,41.0,21.0,2.0,0.7,1.0,DHcp,4F,D,,19.8,51.0,257.5757575757576,,92.0,CLPX_FFSP01_20250123,,,
2195,21.0,0.0,3.0,1.0,2.0,DHcp,4F,D,"Few striations, some DHpr",19.0,46.0,242.10526315789477,,92.0,CLPX_FFSP01_20250123,,,
2202,64.0,55.0,,,,,P,,,,,,20250408.0,64.0,JPLMet_20250408_TS_0134,68.40360342555995,,1.1267528808036817
2203,55.0,49.0,,,,,1F,,,,,,,64.0,JPLMet_20250408_TS_0134,,,
2204,49.0,47.0,,,,,I,,,,,,,64.0,JPLMet_20250408_TS_0134,,,
2205,47.0,41.0,,,,,1F,,,,,,,64.0,JPLMet_20250408_TS_0134,,,
2206,41.0,15.0,,,,,4F,,,,,,,64.0,JPLMet_20250408_TS_0134,,,
2207,15.0,0.0,,,,,F,,,,,,,64.0,JPLMet_20250408_TS_0134,,,
2214,67.0,60.0,1.0,0.3,0.5,DF,4F,M,DFdc,7.0,14.5,207.14285714285717,20250404.0,67.0,JPLMet_20250404,288.8956422625461,,
2215,60.0,54.0,2.0,0.5,1.0,MFpc,P,D,,4.2,14.5,345.23809523809524,,67.0,JPLMet_20250404,,,
2216,54.0,32.0,2.0,0.5,1.0,MFpc,K,D,,21.6,84.5,391.2037037037037,,67.0,JPLMet_20250404,,,
2217,32.0,17.0,1.0,0.5,0.8,MFcl,4F,M,,15.2,54.5,358.5526315789474,,67.0,JPLMet_20250404,,,
2218,17.0,0.0,3.0,1.0,2.0,RG,F,M,RGlr Very moist,16.0,49.5,309.375,,67.0,JPLMet_20250404,,,
2226,175.0,174.0,,,<1,FC,4F,M,,,,,,175.0,JWST_20240503,6.847042253521128,,
2227,174.0,170.0,,,<1,MF,4F+,M,,,,,,175.0,JWST_20240503,52.91235946691844,,
2228,170.0,162.0,,,1_2,MF,P,M,,,,,,175.0,JWST_20240503,215.09746710871852,,
2229,162.0,149.0,,,1_2,MF,1F,M,,,,,,175.0,JWST_20240503,44.640204126548866,,
2230,149.0,146.0,,,<1,MF,1F-,M,,,,,,175.0,JWST_20240503,,,
2231,146.0,131.0,,,1_2,MF,4F,M,,,,,,175.0,JWST_20240503,,,
2232,131.0,123.0,,,1_2,MF,F,M,,,,,,175.0,JWST_20240503,,,
2233,123.0,111.0,,,<1,MF,1F,M,,,,,,175.0,JWST_20240503,,,
2234,111.0,110.0,,,N/O,IF,I,M,,,,,,175.0,JWST_20240503,,,
2235,110.0,102.0,,,<1,MF,P+,M,,,,,,175.0,JWST_20240503,,,
2236,102.0,98.0,,,<1,MF,P,M,,,,,,175.0,JWST_20240503,,,
2237,98.0,96.0,,,N/O,MF,I,M,,,,,,175.0,JWST_20240503,,,
2238,96.0,88.0,,,<1,IF,P+,M,,,,,,175.0,JWST_20240503,,,
2239,88.0,60.0,,,<1,MF,P+,M,,,,,,175.0,JWST_20240503,,,
2240,60.0,59.0,,,1_2,MFcr,P+,M,,,,,,175.0,JWST_20240503,,,
2241,59.0,38.0,,,<1,MF,P+,M,,,,,,175.0,JWST_20240503,,,
2242,38.0,0.0,,,1_2,MF,4F,M,,,,,,175.0,JWST_20240503,,,
2243,103.0,74.5,,,<1,RG,F+,M,,,,,,103.0,CLPXSL_20240305,39.62570772058824,,
2244,74.5,73.5,,,<1,MFcr,P+,D,,,,,,103.0,CLPXSL_20240305,,,
2245,73.5,68.0,,,<1,RG,F+,D,,,,,,103.0,CLPXSL_20240305,,,
2246,68.0,66.0,,,<1,MFcr,4F,D,facets on top,,,,,103.0,CLPXSL_20240305,,,
2247,66.0,47.0,,,1_2,FC,4F-,D,rounding,,,,,103.0,CLPXSL_20240305,,,
2248,47.0,33.0,,,1_2,RG,1F+,D,some faceted edges,,,,,103.0,CLPXSL_20240305,,,
2249,33.0,12.0,,,2_4,FC,F,D,,,,,,103.0,CLPXSL_20240305,,,
2250,12.0,0.0,,,2_4,DH,F+,D,,,,,,103.0,CLPXSL_20240305,,,
2251,83.0,75.0,,,<1,PP,F,D,"stellars, columns",,,,,83.0,JPL2_20240117,20.324707760376878,,
2252,75.0,57.0,,,<1,DF,F,D,,,,,,83.0,JPL2_20240117,,,
2253,57.0,48.0,,,<1,DF,4F,D,rounding,,,,,83.0,JPL2_20240117,,,
2254,48.0,37.5,,,<1,RG,1F,D,,,,,,83.0,JPL2_20240117,,,
2255,37.5,30.0,,,2_4,FC,F,D,,,,,,83.0,JPL2_20240117,,,
2256,30.0,0.0,,,2_4,FC,F,D,DH,,,,,83.0,JPL2_20240117,,,
2257,74.0,71.5,,,1_2,DF,F-,D,0.5mm FC,,,,,74.0,JPL2_20240123,13.400460000000002,,
2258,71.5,63.0,,,<1,FC,F,D,"some DF, 2mm rounding on FC",,,,,74.0,JPL2_20240123,66.35734776917822,,
2259,63.0,41.0,,,<1,RG,1F-,D,0.5-1mm,,,,,74.0,JPL2_20240123,,,
2260,41.0,29.0,,,<1,RG,P,D,0.3-0.5mm faceting,,,,,74.0,JPL2_20240123,,,
2261,29.0,0.0,,,2_4,DH,F,D,,,,,,74.0,JPL2_20240123,,,
2262,58.0,52.5,,,1_2,FC,F-,D,,,,,,58.0,AM_20240104,12.14540450928382,,
2263,52.5,45.5,,,<1,FC,F,D,,,,,,58.0,AM_20240104,,,
2264,45.5,45.0,,,N/O,IF,,D,Ice lens,,,,,58.0,AM_20240104,,,
2265,45.0,31.5,,,2_4,FC,F+,D,,,,,,58.0,AM_20240104,,,
2266,31.5,26.0,,,1_2,FC,1F,D,,,,,,58.0,AM_20240104,,,
2267,26.0,0.0,,,4_6,DH,F,D,small chains,,,,,58.0,AM_20240104,,,
2268,47.0,46.0,,,N/O,IF,P/K,D,"Ice lens, 2mm",,,,,47.0,AM_20231220,9.809999999999995,,
2269,46.0,32.0,,,1_2,FC,F,D,1-2mm,,,,,47.0,AM_20231220,22.038710000000002,,
2270,32.0,27.0,,,2_4,FC,4F,D,3mm,,,,,47.0,AM_20231220,,,
2271,27.0,18.0,,,2_4,FC,F-,D,"2-4mm, some rounding",,,,,47.0,AM_20231220,,,
2272,18.0,12.0,,,4_6,FC,F,D,"chains, striations, mature facets, no cups",,,,,47.0,AM_20231220,,,
2273,12.0,0.0,,,2_4,FC,F,D,,,,,,47.0,AM_20231220,,,
2279,71.0,63.0,,,<1,FC,F,D,some stellars and DF,,,,,71.0,JPL2_20240213,56.104901196579306,,
2280,63.0,62.0,,,<1,MFcr,1F,D,up to 2cm thick in some places,,,,,71.0,JPL2_20240213,,,
2281,62.0,58.0,,,1_2,FC,F+,D,,,,,,71.0,JPL2_20240213,,,
2282,58.0,57.0,,,<1,MFcr,4F,D,faceting,,,,,71.0,JPL2_20240213,,,
2283,57.0,49.0,,,1_2,FC,F,D,,,,,,71.0,JPL2_20240213,,,
2284,49.0,35.0,,,1_2,RG,1F,D,faceting,,,,,71.0,JPL2_20240213,,,
2285,35.0,27.0,,,<1,RG,1F+,D,,,,,,71.0,JPL2_20240213,,,
2286,27.0,0.0,,,4_6,DH,F,D,"some square edges, few striations",,,,,71.0,JPL2_20240213,,,
2287,130.0,115.0,,,<1,RG,F,D,some DF,,,,,130.0,FSTA_20240214,98.39704829484066,,
2288,115.0,102.5,,,<1,RG,F+,D,some faceted edges,,,,,130.0,FSTA_20240214,,,
2289,102.5,101.5,,,4_6,SH,F,D,,,,,,130.0,FSTA_20240214,,,
2290,101.5,88.0,,,1_2,RG,1F-,D,"faceting, 1mm average",,,,,130.0,FSTA_20240214,,,
2291,88.0,74.0,,,<1,RG,1F+,D,,,,,,130.0,FSTA_20240214,,,
2292,74.0,63.0,,,<1,RG,P,D,pine needles @ 63cm,,,,,130.0,FSTA_20240214,,,
2293,63.0,35.0,,,2_4,FC,F,D,"some rounded edges, pine needles @ 35cm",,,,,130.0,FSTA_20240214,,,
2294,35.0,15.0,,,2_4,FC,F,D,pine needle @ 16cm,,,,,130.0,FSTA_20240214,,,
2295,15.0,8.0,,,2_4,FC,F,D,,,,,,130.0,FSTA_20240214,,,
2296,8.0,0.0,,,2_4,FC,4F,D,"some 6mm, squares, DH",,,,,130.0,FSTA_20240214,,,
2297,155.0,139.0,,,1_2,PP,F,D,rimed,,,,,155.0,AM_20240306,81.72859217960155,,
2298,139.0,128.0,,,1_2,DF,F,D,"RG, <1mm",,,,,155.0,AM_20240306,,,
2299,128.0,118.0,,,<1,RG,F,D,"DF, 1-2mm",,,,,155.0,AM_20240306,,,
2300,118.0,108.0,,,<1,RG,4F-,D,,,,,,155.0,AM_20240306,,,
2301,108.0,107.0,,,1_2,FC,F,D,rounded,,,,,155.0,AM_20240306,,,
2302,107.0,83.0,,,1_2,FC,4F,D,"rounded, closer to 2 mm",,,,,155.0,AM_20240306,,,
2303,83.0,70.0,,,1_2,FC,1F-,D,rounded,,,,,155.0,AM_20240306,,,
2304,70.0,55.0,,,1_2,RG,P-,D,faceted,,,,,155.0,AM_20240306,,,
2305,55.0,0.0,,,1_2,DH,F,D,"rounded, 2-4mm towards bottom",,,,,155.0,AM_20240306,,,
2306,60.0,55.0,,,1_2,DF,F-,D,"DF 2mm, 2-4mm SH",,,,,60.0,AM_20231228,,,
2307,55.0,47.0,,,1_2,DF,F,D,"DF1-2mm, secondary 0.5mm FC",,,,,60.0,AM_20231228,,,
2308,47.0,46.5,,,N/O,IF,,D,Ice lens,,,,,60.0,AM_20231228,,,
2309,46.5,33.0,,,1_2,FC,F,D,"FC1-2mm, rounding occurring",,,,,60.0,AM_20231228,,,
2310,33.0,28.0,,,2_4,FC,4F,D,FC2-4mm,,,,,60.0,AM_20231228,,,
2311,28.0,13.0,,,4_6,FC,F,D,"FC 4-6mm, chains",,,,,60.0,AM_20231228,,,
2312,13.0,0.0,,,4_6,FC,F+,D,,,,,,60.0,AM_20231228,,,
2313,120.0,116.0,,,<1,RG,F,D,DF,,,,,120.0,AM_20240221,18.69679715302491,,
2314,116.0,115.0,,,<1,MF,F+,D,poorly bonded,,,,,120.0,AM_20240221,40.30889084507042,,
2315,115.0,103.0,,,<1,RG,F+,D,,,,,,120.0,AM_20240221,41.90289056603773,,
2316,103.0,92.0,,,<1,RG,4F,D,,,,,,120.0,AM_20240221,,,
2317,92.0,77.0,,,1_2,RG,F+,D,faceted edges,,,,,120.0,AM_20240221,,,
2318,77.0,53.0,,,1_2,RG,1F,D,faceted edges,,,,,120.0,AM_20240221,,,
2319,53.0,26.0,,,2_4,FC,F,D,,,,,,120.0,AM_20240221,,,
2320,26.0,0.0,,,4_6,FC,F,D,"DH, striated",,,,,120.0,AM_20240221,,,
2321,32.5,28.5,,,1_2,DF,F-,D,"stellars, some riming",,,,,32.5,JPL2_20231227,,,
2322,28.5,23.0,,,<1,DF,F,D,"some FC, also <1mm",,,,,32.5,JPL2_20231227,,,
2323,23.0,12.0,,,2_4,FC,F+,D,,,,,,32.5,JPL2_20231227,,,
2324,12.0,5.0,,,2_4,FC,F,D,some chains,,,,,32.5,JPL2_20231227,,,
2325,5.0,0.0,,,2_4,DH,F,D,2-4mm/4-6mm,,,,,32.5,JPL2_20231227,,,
2326,27.0,26.0,,,1_2,PP,F,,PPrm,,,,,27.0,JPL1_20231221,,,
2327,26.0,23.5,,,<1,FC,F,,,,,,,27.0,JPL1_20231221,,,
2328,23.5,15.0,,,<1,FC,4F,,some rounding,,,,,27.0,JPL1_20231221,,,
